Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Debut_Year,is_foreign
Dawon,Lee Dawon,이다원,다원,2/12/1996,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F,2019.0,False
Dawon,Lee Sanghyuk,이상혁,다원,24/07/1995,SF9,5/10/2016,FNC,South Korea,,,,,,,M,2016.0,False
Dawon,Cho Dawon,조다원,다원,12/05/2000,VARSITY,5/01/2017,GKC,South Korea,,183.0,69.0,,,,M,2017.0,False
Dawon,Nam Dawon,남다원,다원,16/03/1997,WJSN,25/02/2016,Starship,South Korea,,167.0,,Seoul,,,F,2016.0,False
Daye,Kim Hyunjung,김현정,다예,25/02/1998,Berry Good,21/05/2014,Asia Bridge,South Korea,,167.0,,,,,F,2014.0,False
Dayeon,Kim Dayeon,김다연,다연,2/03/2003,Kep1er,1/03/2022,WakeOne,South Korea,,158.0,,,,,F,2022.0,False
Dayeon,Hwang Da Kyeon,황연경,다연,17/11/1995,XUM,22/09/2020,A100,South Korea,,,,,,NeonPunch,F,2020.0,False
Dayoung,Kim Dayoung,김다영,다영,2/02/1991,Blady,16/05/2011,Star Planet,South Korea,,,,Jeonju,,,F,2011.0,False
Dayoung,Im Dayoung,임다영,다영,14/05/1999,WJSN,25/02/2016,Starship,South Korea,,161.0,,Jeju,WJSN Chocome,,F,2016.0,False
Dayun,Kim Dayun,김다윤,다윤,20/11/2000,Bonus Baby,1/01/2017,Maroo,South Korea,,164.0,,,,,F,2017.0,False
Della,Park Sehyun,박세현,델라,3/09/1995,Rockit Girl,30/05/2019,Rolling,South Korea,,,,,,,F,2019.0,False
Denise,Kim Denise,김데니스,데니스,11/01/2001,SECRET NUMBER,19/05/2020,Vine,South Korea,USA,,,,,,F,2020.0,False
Dey,Kim Sehyun,김세현,데이,11/06/2003,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M,2022.0,False
Dia,Kwak Minnyeong,곽민녕,디아,3/09/1999,Maka Maka,4/08/2020,Dreamus,South Korea,,,,,,,F,2020.0,False
Dia,Choi Eunji,최은지,디아,16/07/2001,Pixy,24/02/2021,ALLART,South Korea,,165.0,,,,,F,2021.0,False
Dino,Lee Chan,이찬,디노,11/02/1999,Seventeen,26/05/2015,Pledis,South Korea,,167.0,54.0,Iksan,,,M,2015.0,False
Dita,Dita Karang,디타 가랑,디타,25/12/1996,SECRET NUMBER,19/05/2020,Vine,Indonesia,,,,Yogyakarta,,,F,2020.0,True
DK,Kim Dokyun,김도균,닥,16/02/1998,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M,2022.0,False
DK,Kim Donghyuk,김동혁,디케이,3/01/1997,iKON,15/09/2015,YG,South Korea,,,,,,,M,2015.0,False
DK,Lee Seongmin,이석민,도겸,18/02/1997,Seventeen,26/05/2015,Pledis,South Korea,,178.0,68.0,Yongin,,,M,2015.0,False
Doa,Im Youngseo,임영서,도아,29/10/2001,We;Na,5/09/2022,Shine E&M,South Korea,,158.0,44.0,,,,F,2022.0,False
Do-A,Choi Yuna,최윤아,도아,2/02/1999,ALICE,1/07/2017,IOK Company,South Korea,,,,,,,F,2017.0,False
Doah,Kim Doah,김도아,도아,4/12/2003,FANATICS,6/08/2019,FENT,South Korea,,163.0,42.0,,FANATICS FLAVOR,,F,2019.0,False
Doha,Na Gyumin,나규민,도하,7/03/2004,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,2020.0,False
Doha,Park Doha,박도하,도하,27/03/1992,XEED,1/12/2022,Nature Space,South Korea,,175.0,65.0,Seoul,,,M,2022.0,False
Dohee,Kwon Dohee,권도희,도희,1/08/2002,Cignature,4/02/2020,C9,South Korea,,158.0,39.0,Seoul,,,F,2020.0,False
Dohee,Min Dohee,민도희,도희,25/09/1994,Tiny-G,23/08/2012,GNG,South Korea,,152.0,39.0,,,,F,2012.0,False
Dohwan,Gil Dohwan,길도환,도환,26/08/2003,Ciipher,15/03/2021,Rain,South Korea,,175.0,61.0,,,,M,2021.0,False
Dohyon,Nam Dohyon,남도현,도현,10/11/2004,BAE173,19/11/2020,PocketDol,South Korea,,180.0,62.0,,,X1,M,2020.0,False
Dohyuk,Kim Dohyuk,김도혁,도혁,16/01/1998,14U,17/04/2017,BG,South Korea,,,,,,,M,2017.0,False
Doi,Kim Doi,김도이,도이,12/04/1994,FANATICS,6/08/2019,FENT,South Korea,,170.0,,,,,F,2019.0,False
Dojin,Jeon Yongtae,전용태,도진,7/03/1997,ENOi,19/04/2019,KITHEWHALE,South Korea,,181.0,61.0,,,,M,2019.0,False
Dokyun,Na Dokyun,나도균,도균,11/02/1991,HISTORY,26/04/2013,LOEN,South Korea,,184.0,65.0,Daejeon,,,M,2013.0,False
Donggeon,Song Donggeon,송동건,동건,15/07/1999,TOO,1/04/2020,n.CH,South Korea,,,,,,,M,2020.0,False
Donghae,Lee Donghae,이동해,동해,15/10/1986,Super Junior,6/11/2005,SM,South Korea,,176.0,60.0,Mokpo,Super Junior-M,,M,2005.0,False
Donghan,Kim Donghan,김동한,동한,3/07/1998,WEi,5/10/2020,OUI,South Korea,,,,Daegu,,JBJ,M,2020.0,False
Dongheon,Lee Dongheon,이동헌,동헌,4/08/1995,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M,2019.0,False
Donghun,Lee Donghun,이동훈,동훈,15/05/1993,A.C.E,23/05/2017,Beat,South Korea,,,,Suncheon,,,M,2017.0,False
Donghyuk,Park Donghyuk,박동혁,동혁,18/12/1999,BLANK2Y,24/05/2022,Keystone,South Korea,,178.0,61.0,,,ENOi,M,2022.0,False
Donghyun,Kim Donghyun,김동현,동현,17/09/1998,AB6IX,22/05/2019,Brand New,South Korea,,,,Daejeon,MXM,,M,2019.0,False
Donghyun,Kim Donghyun,김동현,동현,12/02/1989,Boyfriend,26/05/2011,Starship,South Korea,,178.0,60.0,Seoul,,,M,2011.0,False
Donghyun,Kim Donghyun,김동현,동현,23/02/1999,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,2017.0,False
Dongjun,Kim Dongjun,김동준,동준,11/02/1992,ZE:A,7/01/2010,Star Empire,South Korea,,,,Busan,,,M,2010.0,False
Dongkyu,Moon Dongkyu,문동규,동규,16/11/1992,Spectrum,9/05/2018,WYNN,South Korea,,,,,,,M,2018.0,False
Dongmyeong,Son Dongmyeong,곤동명,동명,20/01/2000,Onewe,9/01/2019,RBW,South Korea,,,,,,MAS,M,2019.0,False
Dongpyo,Son Dongpyo,손동표,동표,9/09/2002,Mirae,17/03/2021,DSP,South Korea,,166.0,48.0,,,X1,M,2021.0,False
Dongwan,Kim Dongwan,김동완,동완,21/11/1979,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,173.0,68.0,Pohang,,,M,1998.0,False
Dongwon,Lee Dongwon,이동원,동원,1/01/1994,KNK,3/03/2016,YNB,South Korea,,184.0,,,,,M,2016.0,False
Dongwoo,Jang Dongwoo,장동우,동우,22/11/1990,Infinite,9/06/2010,Woollim,South Korea,,171.0,58.0,Guri,Infinite H,,M,2010.0,False
Dongwoon,Son Dongwoon,손동운,동운,6/06/1991,Highlight,14/10/2009,Around Us,South Korea,,181.0,64.0,Busan,,Beast,M,2009.0,False
Dongyun,Kim Dongyun,김동윤,동윤,18/02/2002,DRIPPIN,26/10/2020,Woollim,South Korea,,177.0,61.0,,,,M,2020.0,False
Doojoon,Yoon Doojoon,윤두준,두준,4/07/1989,Highlight,14/10/2009,Around Us,South Korea,,177.0,66.0,Goyang,,Beast,M,2009.0,False
Doryun,Kim Doryun,킴도륜,도륜,1/05/2000,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,,M,2022.0,False
Dosie,Jang Eunseung,장은성,도시,11/02/2000,Purple Kiss,15/03/2021,RBW,South Korea,,,,,,,F,2021.0,False
Douhyun,Yoo Douhyun,유도현,도현,25/12/2000,Mirae,17/03/2021,DSP,South Korea,,,,,,,M,2021.0,False
Dowoon,Yoon Dowoon,윤도운,도운,25/08/1995,DAY6,7/09/2015,JYP,South Korea,,,,,,,M,2015.0,False
Doyeon,Kim Doyeon,김도연,도연,4/12/1999,Weki Meki,8/08/2017,Fantagio,South Korea,,,,Incheon,I.O.I| WJMK,,F,2017.0,False
Doyoung,Kim Dongyoung,김동영,도영,1/02/1996,NCT,9/04/2016,SM,South Korea,,,,Guri,NCT U| NCT 127,,M,2016.0,False
Doyoung,Kim Doyoung,김도영,도영,4/12/2003,Treasure,7/08/2020,YG,South Korea,,,,,,,M,2020.0,False
Duna,Kang Duna,강두나,두나,28/04/2005,CSR,27/07/2022,A2Z,South Korea,,,,Gangwon,,,F,2022.0,False
DY,Jeon Doyum,전도염,도염,21/02/2002,JUST B,30/06/2021,Bluedot,South Korea,,175.0,55.0,Daejeon,,1the9,M,2021.0,False
Dylan,Park Yeonjae,박연재,딜란,26/07/2002,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M,2018.0,False
E.Ji,Choi Jiwon,최지원,이지,8/11/2000,ICHILLIN',8/09/2021,KM,South Korea,,,,,,,F,2021.0,False
E.sha,Kwon Yena,권예나,이샤,29/12/1998,X:IN,11/04/2023,Escrow,Australia,South Korea,,,,,,F,2023.0,True
E.sol,Jeon Jaehyuk,전재혁,이솔,17/09/1992,14U,17/04/2017,BG,South Korea,,,,,,,M,2017.0,False
E:U,Park Jiwon,박지원,이유,19/05/1998,Everglow,18/03/2019,Yuehua,South Korea,,,,,,,F,2019.0,False
E-Chan,Lee Changmin,이창민,이찬,19/02/1997,DKB,3/02/2020,Brave,South Korea,,178.0,63.0,,,,M,2020.0,False
Eden,Jae Won,재원,이든,27/03/1998,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M,2022.0,False
EJ,Kim Eunji,김은지,이제이,13/08/1997,ALICE,1/07/2017,IOK Company,South Korea,,164.0,47.0,,,,F,2017.0,False
Eli,Ellison Kim,엘리슨 킴,일라이,13/03/1991,U-KISS,28/08/2008,NH Media,USA,South Korea,,,Los Angeles,,,M,2008.0,True
Ellin,Kim Minyoung,김민영,엘린,2/04/1990,Crayon Pop,18/07/2012,Chrome,South Korea,,165.0,44.0,Daegu,,,F,2012.0,False
Elly,Jung Haerim,정해림,엘리,20/07/1998,Weki Meki,8/08/2017,Fantagio,South Korea,,,,,,,F,2017.0,False
Ellyn,Bang Sunhee,방선희,엘린,19/10/2002,Girlkind,16/01/2018,Nextlevel,South Korea,,,170.0,,,,F,2018.0,False
Elva,Lee Yonghwa,이용화,엘바,5/05/2003,ILY:1,4/04/2022,FC ENM,South Korea,,,,,,,F,2022.0,False
Eric,Moon Junghyuk,문정혁,에릭,16/02/1979,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,180.0,70.0,Seoul,,,M,1998.0,False
Eric,Son Youngjae,손영재,에릭,22/12/2000,The Boyz,31/12/2017,Cre.Ker,South Korea,,171.0,56.0,,,,M,2017.0,False
Eseo,Noh Hyunjung,노현정,이서,4/03/1996,LUNARSOLAR,2/09/2020,J Planet,South Korea,,161.0,,,,,F,2020.0,False
Eson,Kim Jungmin,김정민,이슨,28/12/1996,We In The Zone,27/05/2019,Choon,South Korea,USA,177.0,63.0,Honolulu,,,M,2019.0,False
E-tion,Lee Changyoon,이창윤,이션,24/12/1994,ONF,2/08/2017,WM,South Korea,,,,Jeonju,,,M,2017.0,False
Euijin,Lee Euijin,이의진,의진,15/02/1990,Bigflo,19/07/2014,HO,South Korea,,,,Seoul,,,M,2014.0,False
Euijin,Hong Euijin,홍의진,의진,8/10/1996,Sonamoo,29/12/2014,TS,South Korea,,168.0,,Gwangju,UNI.T,,F,2014.0,False
Eun,Choi Eunmi,최은미,은,14/05/1990,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F,2012.0,False
Euna,,,은아,25/05/2003,We;Na,5/09/2022,Shine E&M,South Korea,,164.0,,,,,F,2022.0,False
EunB,Shin Eunbi,신은비,은비,17/09/2000,Maka Maka,4/08/2020,Dreamus,South Korea,,,,,,Lip Bubble,F,2020.0,False
EunB,Byun Eunbi,변은비,은비,23/11/2000,PRECIOUS,23/09/2020,Umi,South Korea,,164.0,49.0,Busan,,,F,2020.0,False
Eunbi,Kwon Eunbi,권은비,은비,27/09/1995,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Seoul,,,F,2018.0,False
Eunbin,Kwon Eunbin,권은빈,은빈,6/01/2000,CLC,19/03/2015,Cube,South Korea,,167.0,48.0,Seoul,,,F,2015.0,False
Eunchae,Son Eunchae,손은채,은채,6/10/1999,bugAboo,25/10/2021,A team,South Korea,,154.0,38.0,Pohang,,,F,2021.0,False
Eunchae,Kwon Chaewon,권채원,은채,26/05/1999,DIA,14/07/2015,MBK,South Korea,,,,,,,F,2015.0,False
Eunchae,Hong Eunchae,홍은채,은채,10/11/2006,LE SSERAFIM,2/05/2022,Source,South Korea,,172.0,,,,,F,2022.0,False
Eunchan,Choi Byeongseop,최병섭,은찬,27/02/2001,TEMPEST,2/03/2022,Yuehua,South Korea,,184.0,,,,,M,2022.0,False
Eunha,Jung Eunbi,정은비,은하,30/05/1997,VIVIZ,9/02/2022,Big Planet Made,South Korea,,163.0,,Seoul,,Gfriend,F,2022.0,False
Eunho,Shin Donggeun,신동근,은호,10/09/1992,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M,2020.0,False
Eunho,Myung Eunho,명은호,은호,25/03/2001,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M,2022.0,False
Eunhyuk,Lee Hyukjae,이혁재,은혁,4/04/1986,Super Junior,6/11/2005,SM,South Korea,,176.0,58.0,Ilsan,Super Junior-M,,M,2005.0,False
Eunice,Heo Sooyeon,허수연,유니스,2/09/1991,DIA,14/07/2015,MBK,South Korea,,166.0,49.0,Busan,,,F,2015.0,False
Eunil,Kim Eunil,김은일,은일,21/11/2003,TRENDZ,5/01/2022,Interpark,South Korea,,,,,,,M,2022.0,False
Eunjae,Kwak Eunjae,곽은재,은재,2/05/1996,14U,17/04/2017,BG,South Korea,,,,,,,M,2017.0,False
Eunji,Jung Eunji,정은지,은지,18/08/1993,Apink,19/04/2011,Plan A,South Korea,,163.0,,Busan,,,F,2011.0,False
Eunji,Hong Eunji,홍은지,은지,19/07/1992,Brave Girls,8/04/2011,Brave,South Korea,,,,Seoul,,,F,2011.0,False
Eunjin,Moon Eunjin,문은진,은진,5/11/1998,Highteen,14/10/2016,Elijah,South Korea,,,,,,,F,2016.0,False
Eunjin,Ma Eunjin,마은진,은진,23/05/1997,Playback,25/06/2015,Coridel,South Korea,,165.0,49.0,Wonju,,,F,2015.0,False
Eunjo,Park Eunjo,박은조,은조,7/03/2002,Dreamnote,7/11/2018,iME,South Korea,,164.0,46.0,,,,F,2018.0,False
Eunjun,Choi Eunjun,최은준,은준,6/08/1999,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,Spectrum,M,2022.0,False
Eunjung,Ham Eunjung,함은정,은정,12/12/1988,T-ara,29/07/2009,MBK,South Korea,,167.0,47.0,Seoul,,,F,2009.0,False
Eunkwang,Seo Eunkwang,서은광,은광,22/11/1990,BtoB,21/03/2012,Cube,South Korea,,173.0,62.0,Yongin,,,M,2012.0,False
Eunsang,Lee Eunsang,이은상,은상,26/10/2002,YOUNITE,20/04/2022,Brand New,South Korea,,180.0,58.0,,,X1,M,2022.0,False
Eunseo,Son Juyeon,손주연,은서,27/05/1998,WJSN,25/02/2016,Starship,South Korea,,167.0,,Incheon,WJSN The Black,,F,2016.0,False
Eunsung,Lee Eunsung,이은성,은성,7/09/2000,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M,2018.0,False
Eunwoo,Cha Eunwoo,차은우,은우,30/03/1997,ASTRO,23/02/2016,Fantagio,South Korea,,,,Gunpo,,,M,2016.0,False
Eunwoo,Jeong Eunwoo,정은우,은우,1/07/1998,Hinapia,3/11/2019,Alseulbit,South Korea,,167.0,48.0,,Pristin V,Pristin,F,2019.0,False
Eunyoung,Joo Eunyoung,주은영,은영,12/06/1992,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F,2012.0,False
Exy,Chu Sojung,추소정,엑시,6/11/1995,WJSN,25/02/2016,Starship,South Korea,,166.0,,Busan,WJSN The Black,,F,2016.0,False
E-Young,Noh Yiyoung,노이영,이영,16/08/1992,After School,15/01/2009,Pledis,South Korea,,,,Chuncheon,,,F,2009.0,False
Fatou,Fatou Samba,파투 삼바,파투,23/03/1995,Blackswan,16/10/2020,DR,Belgium,Senegal,173.0,,Yoff,,,F,2020.0,True
Fei,Wang FeiFei,왕페이페이,페이,27/04/1987,miss A,1/07/2010,JYP,China,,165.0,,Haikou,,,F,2010.0,True
Felix,Lee Youngbok,이용복,필릭스,15/09/2000,Stray Kids,25/03/2018,JYP,South Korea,,,,Sydney,,,M,2018.0,False
G.O,Jung Byunghee,정병희,지오,6/11/1987,MBLAQ,14/10/2009,J. Tune,South Korea,,,,Changwon,,,M,2009.0,False
Gabin,Kim Gabin,김가빈,가빈,18/09/1989,Blady,16/05/2011,Star Planet,South Korea,,,,Busan,,,F,2011.0,False
Gabin,Yoo Seunghyun,유승현,가빈,11/09/2001,JWiiver,17/02/2022,JTG,South Korea,,,,Busan,,,M,2022.0,False
Gaeul,Park Gaeul,박가을,가을,8/05/1999,Favorite,5/07/2017,Astory,South Korea,,164.0,48.0,Seoul,,,F,2017.0,False
Gaeul,Kim Gaeul,김가을,가을,24/09/2002,IVE,1/12/2021,Starship,South Korea,,166.0,46.0,Incheon,,,F,2021.0,False
Gaeun,Lee Gaeun,이가은,가은,18/07/2000,ARTBEAT,16/11/2022,AB Creative,South Korea,,,,,,,F,2022.0,False
Gaeun,Oh Gaeun,오가은,가은,8/11/2005,LIMELIGHT,17/02/2023,143,South Korea,,165.0,,,,,F,2023.0,False
Gaga,Lee Soobin,이수빈,가가,10/11/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,164.0,,,,,F,1999.0,False
Gahyeon,Lee Gahyeon,이가현,가현,3/02/1999,Dreamcatcher,13/01/2017,Happy Face,South Korea,,,,Seongnam,,,F,2017.0,False
Gain,Son Gain,손가인,가인,20/09/1987,Brown Eyed Girls,2/03/2006,Mystic,South Korea,,,,,,,F,2006.0,False
Gaon,Beom Gaon,범가온,가온,9/03/2001,Bonus Baby,1/01/2017,Maroo,South Korea,,163.0,,,,,F,2017.0,False
Gayoon,Heo Gayoon,허가윤,가윤,18/05/1990,4minute,15/06/2009,Cube,South Korea,,165.0,,Seoul,2YOON,,F,2009.0,False
Gayoung,Kim Gayoung,김가영,가영,2/12/1991,Stellar,28/08/2011,Pascal,South Korea,,,,Seoul,,,F,2011.0,False
G-Dragon,Kwon Jiyong,권지용,지드래곤,18/08/1988,BIGBANG,19/08/2006,YG,South Korea,,177.0,58.0,Seoul,GD&TOP,,M,2006.0,False
Genie,Cho Heejin,조희진,지니,19/03/2002,TRACER,3/04/2022,Gleamedia,South Korea,,,,,,,F,2022.0,False
Geonu,Lee Geonwoo,이건우,건우,2/02/2001,JUST B,30/06/2021,Bluedot,South Korea,,176.0,,,,,M,2021.0,False
Geumhee,Han Geumhee,한금희,금희,4/03/2005,CSR,27/07/2022,A2Z,South Korea,,,,Incheon,,,F,2022.0,False
Geummi,Baek Boram,백보람,금미,18/06/1988,Crayon Pop,18/07/2012,Chrome,South Korea,,165.0,,Seoul,,,F,2012.0,False
Gihwan,Kim Gihwan,김기환,기환,24/11/1993,SIGNAL,28/08/2019,J-Star,South Korea,,,,,,,M,2019.0,False
Gijung,Kim Gijung,김기중,기중,24/01/2001,IM,4/04/2022,FC ENM,South Korea,,180.0,,,,,M,2022.0,False
Gikwang,Lee Gikwang,이기광,기광,30/03/1990,Highlight,14/10/2009,Around Us,South Korea,,171.0,58.0,Gwangju,,Beast,M,2009.0,False
Giru,Park Giru,박기루,기루,14/08/1991,Blady,16/05/2011,Star Planet,South Korea,,,,Incheon,,,F,2011.0,False
Giselle,Uchinaga Aeri,우치나가 애리,지젤,30/10/2000,aespa,17/11/2020,SM,Japan,,166.0,,,,,F,2020.0,True
Giseok,Jun Giseok,정기석,기석,2/05/1997,IM,4/04/2022,FC ENM,South Korea,,180.0,,,,,M,2022.0,False
GK,Kim Kwanghyun,김광현,지케이,29/09/1998,DKB,3/02/2020,Brave,South Korea,,177.0,60.0,,,,M,2020.0,False
Go_U,Jang Junho,고유,장준호,15/06/2001,BLITZERS,12/05/2021,Wuzo,South Korea,,,,,,,M,2021.0,False
Goeun,Na Goeun,나고은,고은,3/09/1999,Purple Kiss,15/03/2021,RBW,South Korea,,160.0,44.0,,,,F,2021.0,False
Gohyeon,Go Hyeon,고현,고현,1/10/1994,14U,17/04/2017,BG,South Korea,,,,,,,M,2017.0,False
Gon,Kim Seongjung,김성중,곤,13/11/1998,ARGON,11/03/2019,MSH,South Korea,,,,,,,M,2019.0,False
Gongchan,Gong Chansik,공찬식,공찬,14/08/1993,B1A4,19/04/2010,WM,South Korea,,181.0,60.0,Suncheon,,,M,2010.0,False
Gowon,Park Chaewon,박채원,고원,19/11/2000,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona yyxy,,F,2018.0,False
Gowoon,Moon Yujeong,문유정,고운,18/12/1998,Berry Good,21/05/2014,Asia Bridge,South Korea,,167.0,,,,,F,2014.0,False
Gracie,Kim Gaeun,김가운,그레이시,28/10/1996,H.U.B,9/02/2017,New Planet,South Korea,,,,,,,F,2017.0,False
Gun,Kwak Gun,곽건,건,29/09/2001,14U,17/04/2017,BG,South Korea,,,,,,,M,2017.0,False
Gunmin,Lee Gunmin,이건민,건민,3/10/1994,B.I.G,9/07/2014,GH,South Korea,,177.0,64.0,Gangwon,,,M,2014.0,False
Gunwoo,Lee Gunwoo,이건우,건우,30/01/1989,MYNAME,27/10/2011,H2,South Korea,,,,Daejeon,,,M,2011.0,False
Gunwoo,Kim Gunwoo,김건우,건우,28/05/2002,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M,2007.0,False
Gyehyeon,Jo Gyehyeon,조계현,계현,14/05/1999,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M,2019.0,False
Gyeongtae,Kwon Gyeongtae,권경태,경태,23/07/2000,14U,17/04/2017,BG,South Korea,,,,,,,M,2017.0,False
Gyujin,Han Gyujin,한규진,규진,21/11/1997,UP10TION,10/09/2015,TOP Media,South Korea,,,,Icheon,,,M,2015.0,False
Gyuri,Park Gyuri,박규리,규리,21/05/1988,KARA,29/03/2007,DSP,South Korea,,,,Seoul,,,F,2007.0,False
Haebin,Han Haebin,한해빈,해빈,16/08/1995,Gugudan,28/06/2016,Jellyfish,South Korea,,,,,,,F,2016.0,False
Haechan,Lee Donghyuk,이동혁,해찬,6/06/2000,NCT,9/04/2016,SM,South Korea,,,,,NCT 127| NCT Dream,,M,2016.0,False
Haein,Yeom Haein,염해인,해인,19/05/1995,LABOUM,27/08/2014,NH,South Korea,,162.0,45.0,Ojeonggu,,,F,2014.0,False
Haemin,Jung Haemin,정해민,해민,16/03/2004,8TURN,30/01/2023,MNH,South Korea,,183.0,63.0,Cheonan,,,M,2023.0,False
Haena,Jeon Eunbi,전은비,해나,19/02/2002,ANS,16/09/2019,ANS,South Korea,,,,,,,F,2019.0,False
Haena,Lee Haena,이해나,해나,2/06/1991,Matilda,18/03/2016,Box,South Korea,,,165.0,,,,F,2016.0,False
Haeri,Lee Haeri,이해리,해리,14/02/1985,Davichi,4/02/2008,CJ E&M,South Korea,,,,Seoul,,,F,2008.0,False
Haeri,Jung Haeri,정해리,해리,14/01/1997,P.O.P,26/07/2017,DWM,South Korea,,,,Seoul,,,F,2017.0,False
Haerin,Kang Haerin,강해린,해린,15/05/2006,NewJeans,22/07/2022,ADOR,South Korea,,165.0,,Gimcheon,,,F,2022.0,False
Haeryeong,Na Haeryeong,나해령,해령,11/11/1994,BESTie,11/07/2013,YNB,South Korea,,,,,,,F,2013.0,False
Haeun,Yoon Haeun,윤하은,하은,12/03/1999,3YE,21/05/2019,GH,South Korea,,163.0,,,,Apple.B,F,2019.0,False
Haeun,Lee Haeun,윤하은,하은,25/06/2002,ARTBEAT,16/11/2022,AB Creative,South Korea,,157.0,,,,,F,2022.0,False
Haeun,Lim Haeun,임하은,하은,2/11/2008,Lapillus,22/06/2022,MLD,South Korea,,,,,,,F,2022.0,False
Haewon,Oh Haewon,오해원,해원,25/02/2003,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F,2022.0,False
Haeyeon,Lee Taeyeon,이태연,해연,11/01/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,161.0,,,,,F,1999.0,False
Haeyoon,Park Haeyoon,박해윤,해윤,10/01/1996,Cherry Bullet,21/01/2019,FNC,South Korea,,157.0,43.0,,,,F,2019.0,False
Hakmin,Lee Hakmin,이학민,학민,20/09/2000,TRCNG,10/10/2017,TS,South Korea,,171.0,,,,,M,2017.0,False
Hamin,Jo Hamin,조하민,하민,24/10/1997,ENOi,19/04/2019,KITHEWHALE,South Korea,,183.0,65.0,,,,M,2019.0,False
Han,Han Jisung,한지성,한,14/09/2000,Stray Kids,25/03/2018,JYP,South Korea,,,,Incheon,3RACHA,,M,2018.0,False
Han Hyeri,Han Hyeri,한혜리,한혜리,24/08/1997,I.B.I,29/10/2014,Star Crew,South Korea,,159.0,42.0,Gwangmyeong,,,F,2014.0,False
Han Leeseul,Han Jiyoon,한지윤,한이슬,12/02/2000,Rockit Girl,30/05/2019,Rolling,South Korea,,,,,,,F,2019.0,False
Hana,Shin Bora,신보라,하나,30/04/1993,Gugudan,28/06/2016,Jellyfish,South Korea,,,,,,,F,2016.0,False
Hana,Hayase Hana,하야세 하나,하나,27/02/2000,ILY:1,4/04/2022,FC ENM,Japan,,165.0,,,,,F,2022.0,True
Hana,Jung Hana,정하나,하나,2/02/1990,SECRET,13/10/2009,TS,South Korea,,,,Uljeongbu,,,F,2009.0,False
Hanbin,Ngo Ngoc Hung,응오 응옥 흥,한빈,19/01/1998,TEMPEST,2/03/2022,Yuehua,Vietnam,,176.0,,,,,M,2022.0,True
Hanbyul,Kyung Hanbyul,경한별,한별,1/07/2005,PRECIOUS,23/09/2020,Umi,South Korea,,167.0,49.0,Seoul,,,F,2020.0,False
Handong,Han Dong,한동,한동,26/03/1996,Dreamcatcher,13/01/2017,Happy Face,China,,,,Wuhan,,,F,2017.0,True
Haneul,Lee Haneul,이하늘,하늘,3/06/1996,ARGON,11/03/2019,MSH,South Korea,,175.0,,,,,M,2019.0,False
Haneul,Choi Haneul,최하늘,하늘,28/11/2000,Saturday,18/07/2018,SD,South Korea,,158.0,43.0,,,,F,2018.0,False
Hangyeom,Song Hangyeom,송한겸,한겸,17/07/1996,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,7 O'clock,M,2016.0,False
Hangyul,Lee Hangyul,이한결,한결,7/12/1999,BAE173,19/11/2020,PocketDol,South Korea,,177.0,,,,X1| IM,M,2020.0,False
Hani,Ahn Hee-yeon,안희연,하니,1/05/1992,EXID,16/02/2012,Yedang,South Korea,,168.0,,Seoul,,,F,2012.0,False
Hankook,Cho Hankook,조한국,한국,3/04/2002,TRENDZ,5/01/2022,Interpark,South Korea,,,,Seoul,,,M,2022.0,False
Hanna,Shin Jiyeon,신지연,한나,19/02/1994,MIXX,2/05/2016,Chiko,South Korea,,170.0,48.0,,,,F,2016.0,False
Hannah,Bae Hyunyoung,배현영,해나,23/10/1999,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,Seongnam,,,F,2022.0,False
Hanni,Pham Ngoc Han,팜응옥헌,하니,6/10/2004,NewJeans,22/07/2022,ADOR,Vietnam,,162.0,,Melbourne,,,F,2022.0,True
